Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
32	9.011903	2.1639926	13.703409	2.529774	26.52	15.764821	93.0	0.0	300.0	97990.0	0.09897979797979797	2.8404186	0.5686255	4.161022	0.5561986	9.970842	3.5004423	30.99646	-0.0032143593	-9.155274e-09	0.011760745	-8.138021e-08	0.00035891926	0.5081278	-0.13045618	33.827095	-11.385435	0	0	6.0	1.6696283	0.017640246	990000	5638.28288269043
33	8.997959	2.3674746	14.386201	-0.33160457	34.39	23.99829	163.0	0.0	300.0	101429.0	0.09944019607843137	3.0179298	0.60945946	4.285591	0.038571954	9.880333	3.5589464	28.739174	1.8674641	1.6276042e-08	0.014630427	-3.2552084e-08	-0.00088790694	0.50347424	-0.11629221	65.331894	-29.329643	0	0	1.0	1.6678255	0.029355008	1020000	5813.242231369019
34	9.197853	2.371524	14.50447	0.37971073	31.16	18.300121	95.0	0.0	300.0	104545.0	0.09956666666666666	2.962281	0.6336837	4.149098	-0.045904182	11.659093	4.884442	55.039295	2.0222788	-1.93278e-08	-0.0009411153	0.0	0.00029041342	0.50449497	-0.13301075	42.195965	-16.080969	0	0	1.0	1.6672308	0.00039385573	1050000	5977.972863197327
35	8.746792	2.2502577	14.431887	2.236066	29.17	14.623306	67.0	0.0	300.0	107462.0	0.09950185185185186	3.0643976	0.6856835	4.3962884	-0.1642374	11.618827	3.992712	32.628735	1.8091288	4.0690105e-09	-0.0009762838	-3.6621095e-08	0.00075409136	0.5747348	-0.13001254	35.220993	-12.966866	0	0	1.0	1.6666006	0.00083579856	1080000	6153.329888343811
36	9.605129	2.4759338	14.334667	0.7605016	28.7	15.286268	68.0	0.0	300.0	110332.0	0.0993981981981982	3.103599	0.58471686	4.487316	0.27139774	10.82694	3.2671998	31.350142	-0.03433916	-7.1207684e-09	-0.001278151	6.510417e-08	-0.00010580851	0.55986744	-0.11680725	33.09893	-10.853882	0	0	1.0	1.6660838	0.0005592487	1110000	6308.867221832275
37	9.344447	2.4026163	14.659414	1.390874	29.43	19.566427	95.0	0.0	300.0	113275.0	0.0993640350877193	3.2288527	0.593842	4.5227766	0.19752724	10.680003	3.4927552	28.229574	0.7377256	-9.155274e-09	-0.0014334035	-5.6966147e-08	0.0013494629	0.5479318	-0.11817652	40.646893	-14.347309	0	0	1.0	1.6657097	0.0052191466	1140000	6486.028354167938
38	9.682359	2.2552817	15.027033	1.9641507	27.31	13.348929	64.0	0.0	300.0	116006.0	0.09915042735042735	3.2035062	0.612295	4.558735	-0.24807487	10.753329	3.7345111	31.146753	0.027462035	2.0345052e-08	-0.0017532553	7.120768e-08	0.0006085775	0.61077595	-0.14669609	28.430803	-9.546104	0	0	1.0	1.6652012	0.0034669738	1170000	6652.735619068146
39	9.920192	2.7164106	15.697424	-0.33216327	28.82	17.040764	81.0	0.0	300.0	118888.0	0.09907333333333333	3.255042	0.630337	4.636486	-0.5686108	10.298927	3.4317992	27.9946	0.9558096	9.155274e-09	-0.0013201295	3.6621095e-08	0.0010407297	0.651218	-0.15602738	34.598717	-11.9408245	0	0	1.0	1.6647108	0.0011041464	1200000	6815.652318477631
40	9.894657	2.1935303	14.095271	2.887869	33.21	18.270357	92.0	0.0	300.0	122209.0	0.09935691056910569	3.3652432	0.65916604	4.8497567	0.017970411	10.608295	3.5685887	32.694496	0.7126342	-6.612142e-09	-0.0013362871	-2.1362304e-08	0.0006844961	0.54031813	-0.13848138	41.24104	-14.36796	0	0	1.0	1.6642005	0.0023788926	1230000	6994.845713376999
41	10.285893	2.2776682	15.533438	2.0296695	26.84	14.18994	75.0	0.0	300.0	124893.0	0.09912142857142857	3.3530734	0.58182144	4.932347	0.08761209	11.375241	3.6384065	30.692509	-0.6564814	1.525879e-08	-0.0010798466	-1.2207031e-08	0.0001950236	0.5529646	-0.138675	32.973648	-13.392632	0	0	1.0	1.663676	0.00056091225	1260000	7154.493101596832
42	9.964959	2.2669806	15.339625	1.9776194	34.73	19.633062	105.0	0.0	300.0	128366.0	0.09950852713178295	3.3903584	0.5900113	4.810778	0.22997208	10.617675	3.5648844	26.910515	0.24972472	-7.1207684e-09	-0.00044288838	2.4414062e-08	0.000801001	0.51998293	-0.12776089	49.061176	-17.10939	0	0	1.0	1.6630726	0.0008874514	1290000	7320.833289146423
43	10.604091	2.3560274	14.873644	0.5172725	29.74	18.63632	100.0	0.0	300.0	131340.0	0.0995	3.4953225	0.5765362	4.7286286	0.23875748	11.846893	3.7943885	32.64133	2.2443216	4.0690105e-09	-0.0009139872	4.8828124e-08	-0.0011937418	0.5883307	-0.13968003	40.73265	-16.935728	0	0	1.0	1.6623515	0.00082477	1320000	7490.2242267131805
44	10.129967	2.2793121	14.921965	4.1547008	29.32	15.210443	75.0	0.0	300.0	134272.0	0.09946074074074074	3.5218854	0.66109926	4.8867188	-0.50290316	10.9654875	3.581822	29.922647	-0.7824898	1.0172526e-09	-0.00093901006	-3.2552084e-08	0.00035367836	0.48469633	-0.11745769	35.193787	-14.532499	0	0	1.0	1.6615522	0.00033930305	1350000	7664.864384174347
45	10.267182	2.0147588	15.0966835	3.8657012	31.76	16.727295	82.0	3.0	300.0	137448.0	0.0996	3.4816244	0.5673941	4.747334	-0.25431365	10.534457	3.5410914	27.671747	1.3985013	-2.0345052e-09	-0.0008381592	-8.138021e-09	0.0009386475	0.53975606	-0.13205475	35.961254	-12.296646	0	0	1.0	1.660888	0.00053270155	1380000	7827.140588998795
46	10.794317	2.4700303	16.248049	0.42020378	27.91	15.993183	70.0	0.0	300.0	140239.0	0.09946028368794327	3.5068283	0.58046424	4.770774	0.56255484	10.762754	3.524597	30.685635	2.429065	-8.138021e-09	-0.0010213684	-1.6276042e-08	0.00030607096	0.60091656	-0.15821236	33.65705	-11.191471	0	0	1.0	1.6602241	0.00056530477	1410000	8000.0139174461365
47	10.765504	2.510802	17.509617	2.0283077	27.44	15.33057	79.0	0.0	300.0	142983.0	0.09929375	3.558411	0.6461372	5.1231527	0.48375985	10.503631	3.641731	31.702866	-1.7845068	-1.0172526e-08	-0.001007544	-1.4241537e-08	-0.0006268392	0.652458	-0.1496067	31.947433	-11.440905	0	0	1.0	1.659486	0.0016113764	1440000	8166.826793909073
48	10.853311	2.589983	18.29851	1.6476964	29.14	14.811496	71.0	0.0	300.0	145897.0	0.09924965986394557	3.6002183	0.69742686	5.2574487	0.12923624	10.003041	3.2058496	30.573359	1.5826452	-5.086263e-09	-0.001433882	1.6276042e-08	0.0018377604	0.63153493	-0.1551303	27.16149	-9.351301	0	0	1.0	1.6586461	0.0021049927	1470000	8337.226902008057
49	11.161517	2.0331562	15.872466	5.1543565	27.32	13.8375435	64.0	0.0	300.0	148629.0	0.099086	3.7033482	0.59732693	5.3782897	0.61538357	10.302437	3.6035688	35.209957	0.74820673	4.0690105e-09	-0.0011013154	-2.0345052e-09	-0.0025742126	0.53568965	-0.16592357	24.890938	-7.924183	0	0	1.0	1.6578166	0.0032544967	1500000	8509.302827835083
50	11.022818	2.3548076	17.464314	5.0610075	30.97	16.111149	68.0	0.0	300.0	151726.0	0.0991673202614379	3.796367	0.5622054	5.436811	1.156345	10.111791	3.2026348	29.557032	1.7022852	-4.577637e-09	-0.00060100225	-6.815593e-08	0.0026645926	0.5862889	-0.14205351	37.626972	-13.160749	0	0	1.0	1.6567309	0.0017568578	1530000	8671.846624612808
51	10.646976	2.8022878	16.09764	2.1685197	28.75	16.708307	81.0	0.0	300.0	154601.0	0.09910320512820513	3.6889505	0.6519758	5.3932323	0.17403036	10.770162	3.5804527	34.1732	2.0500298	2.0345052e-09	-0.0005365326	-1.4241537e-08	0.00028012492	0.65252644	-0.16307536	37.26191	-14.508169	0	0	1.0	1.6555688	0.0016291054	1560000	8845.796518564224
52	11.160378	2.0125294	17.790201	5.7840343	30.81	15.896978	80.0	0.0	300.0	157682.0	0.09917106918238994	3.7494683	0.59882855	5.089844	0.52020735	10.580635	3.4284298	28.467894	0.06734511	-1.0172526e-09	-0.0014383799	5.900065e-08	-0.0016225647	0.4901418	-0.12849712	36.114124	-13.602907	0	0	1.0	1.6545491	0.00409184	1590000	9018.875888109207
