CostLimit	Epoch	TotalEnvInteracts	worker/EpRet	worker/EpCost	worker/EpLen	learner/LossQ	learner/QVals0	learner/QVals1	learner/LossQC	learner/QCVals0	learner/QcThres	learner/LossPi	learner/LogPi	learner/Lagrangian	learner/LossActor	learner/QcPenalty	eval/TestEpRet	eval/TestEpLen	eval/TestEpCost	Time
2	12	18787	1.9982526	23.8	279.6	0.003054257	-0.055939242	-0.055913642	0.12690504	0.7646916	0.6339727	0.06660991	-0.062434714	0.24377045	0.065691896	0.00091801496	2.8710892	296.6	31.0	1660.5752153396606
2	13	20287	2.6949468	18.0	300.0	0.003002059	-0.05252935	-0.05257074	0.12482738	0.75910676	0.6339727	0.061462864	-0.057187676	0.24266082	0.06202542	-0.0005625613	2.3983197	294.0	43.45	1806.4697499275208
2	14	21787	2.6302266	52.0	300.0	0.0031429802	-0.05335512	-0.053350933	0.12946011	0.77616507	0.6339727	0.06704678	-0.03754714	0.2481116	0.0622231	0.004823678	2.5850558	280.25	50.25	1922.4959878921509
2	15	23176	3.0824394	38.0	277.8	0.0030252258	-0.05072929	-0.0508167	0.13164257	0.7788159	0.6339727	0.06665011	-0.009981906	0.2622469	0.06106317	0.0055869343	2.5136504	293.65	49.5	2072.8608210086823
2	16	24517	2.5452442	43.4	268.2	0.0030541364	-0.051939566	-0.05187867	0.13965102	0.79410857	0.6339727	0.073447704	0.020194484	0.28353167	0.06394367	0.009504031	2.8858685	278.95	33.65	2182.8551087379456
2	17	26017	1.6979973	85.8	300.0	0.0027682406	-0.05373681	-0.05370077	0.1376832	0.76130587	0.6339727	0.06840853	0.014589638	0.2939392	0.06606284	0.0023456982	2.6523232	291.85	37.5	2327.8972432613373
2	18	27517	1.1949404	18.4	300.0	0.0025709197	-0.05322811	-0.05329401	0.12151748	0.72954553	0.6339727	0.05942742	-0.032641895	0.28873244	0.064173386	-0.0047459723	2.6841588	300.0	71.55	2464.6959257125854
2	19	29017	2.646782	46.4	300.0	0.002297002	-0.05600231	-0.055967342	0.12790112	0.7061205	0.6339727	0.05687022	-0.07093401	0.26961195	0.06534061	-0.008470384	2.9031863	296.4	63.6	2616.0871031284332
2	20	30517	2.2717698	72.8	300.0	0.0021571587	-0.053401534	-0.05339839	0.13089694	0.74321747	0.6339727	0.06414079	-0.12905246	0.2592509	0.06121958	0.0029212062	3.1058073	282.25	34.0	2761.4499051570892
2	21	31915	3.5716927	43.8	279.6	0.002178847	-0.051779673	-0.05178413	0.12445913	0.75283927	0.6339727	0.065137416	-0.08712567	0.27351838	0.058613546	0.006523866	3.4876335	260.8	33.45	2871.190908908844
2	22	33241	3.4515278	51.0	265.2	0.0024816806	-0.050871175	-0.050852228	0.1356378	0.7862086	0.6339727	0.07378268	0.038364448	0.2972788	0.060243826	0.01353886	3.7511907	233.5	30.6	3007.1827647686005
2	23	34506	4.306016	33.6	253.0	0.0027343915	-0.049797937	-0.0498166	0.1332808	0.7842761	0.6339727	0.07074681	0.14127247	0.3198872	0.06169756	0.009049254	3.171116	267.05	54.0	3123.4980268478394
2	24	35968	2.5771663	22.8	292.4	0.0025864027	-0.048818532	-0.04879426	0.13347422	0.7885053	0.6339727	0.07089443	0.19736606	0.33779618	0.061166197	0.009728228	1.7035602	295.05	22.1	3266.6583774089813
2	25	37310	2.8061728	25.2	268.4	0.002581588	-0.055046644	-0.055056028	0.13072714	0.77234966	0.6339727	0.07002275	0.27390498	0.3474298	0.06874868	0.0012740645	1.3117279	300.0	26.05	3383.40944981575
2	26	38810	1.1583824	13.6	300.0	0.0024521009	-0.059066772	-0.059053693	0.124426484	0.7693241	0.6339727	0.06972182	0.26991203	0.3445614	0.073137686	-0.0034158707	2.0221426	280.7	31.35	3518.0612649917603
2	27	40153	2.0782027	17.4	268.6	0.0024031694	-0.061202172	-0.061211046	0.116446406	0.7480878	0.6339727	0.063876934	0.2271235	0.32773545	0.07471664	-0.010839714	2.6300032	285.45	33.6	3625.6470420360565
2	28	41574	2.5303204	41.8	284.2	0.0024217162	-0.063731596	-0.06374323	0.11948054	0.7395888	0.6339727	0.062688604	0.20835325	0.3008549	0.075948566	-0.013259972	1.2088438	290.5	20.2	3758.196439266205
2	29	43074	0.72033036	27.0	300.0	0.0023545932	-0.058743563	-0.058749974	0.117912	0.6700726	0.6339727	0.043762226	0.01642812	0.24324915	0.066935316	-0.023173088	3.257481	234.75	29.1	3856.2904319763184
2	30	44369	4.6133146	64.6	259.0	0.0025172145	-0.047765154	-0.047777157	0.13410167	0.68175906	0.63397264	0.04075522	-0.13546367	0.18602848	0.053612612	-0.012857389	2.9222224	259.95	28.65	3971.448502779007
2	31	45811	2.781197	24.4	288.4	0.0022555673	-0.034453988	-0.034455296	0.13267836	0.7006526	0.63397276	0.032394845	-0.26756287	0.14960852	0.037075415	-0.004680569	4.296466	209.05	46.15	4079.2153952121735
2	32	47191	3.183199	109.6	276.0	0.0022298072	-0.021812288	-0.021820994	0.15013139	0.75665665	0.6339727	0.029204285	-0.27953884	0.15264538	0.023930388	0.0052738986	4.7707562	190.2	21.85	4177.286019563675
2	33	48189	4.0359983	32.8	199.6	0.002466635	-0.008465101	-0.008416851	0.14588878	0.7759156	0.63397264	0.02018036	-0.19999504	0.17456496	0.0128040835	0.007376276	3.0246475	253.7	26.55	4285.251350164413
2	34	49417	3.881472	30.8	245.6	0.0024025065	0.002966961	0.00298688	0.13866897	0.78410137	0.6339727	0.010192938	-0.1340872	0.19694145	0.0023974217	0.0077955173	4.083032	226.0	33.05	4378.086060285568
2	35	50482	4.352301	49.4	213.0	0.0025224544	0.01894154	0.01888026	0.14376009	0.7931051	0.6339727	-0.002012773	-0.095903285	0.21951966	-0.011916381	0.009903608	2.7327318	254.0	30.95	4505.749283790588
2	36	51982	2.552361	23.6	300.0	0.002496467	0.024869472	0.024884887	0.14193496	0.7813173	0.6339727	-0.010841821	0.016018769	0.23799786	-0.016458724	0.0056168996	2.092135	264.7	30.5	4610.489196777344
2	37	53482	0.3428641	0.0	300.0	0.002324253	0.028208086	0.028202161	0.1252177	0.7591114	0.6339727	-0.021396317	0.05378227	0.24142733	-0.01944363	-0.0019526862	2.1940255	260.45	19.9	4751.058078765869
2	38	54948	2.1734574	33.8	293.2	0.002303341	0.03308896	0.03313063	0.12447998	0.7430447	0.6339727	-0.030742843	0.028893325	0.22869566	-0.025697647	-0.005045196	3.0457654	221.15	15.0	4846.018746614456
2	39	56272	1.4060144	25.2	264.8	0.0022612077	0.04036825	0.040354554	0.11912777	0.7083726	0.6339727	-0.04488789	-0.06172662	0.20044881	-0.035586685	-0.009301204	3.4568825	213.7	20.65	4957.592647790909
2	40	57584	2.127671	19.0	262.4	0.002348055	0.05861123	0.058615543	0.11771839	0.727727	0.6339727	-0.059311613	-0.12059447	0.17884058	-0.056941435	-0.0023701766	3.7311502	204.6	28.9	5064.2368247509
2	41	58852	2.8001733	32.8	253.6	0.0025746808	0.07354725	0.07352712	0.12684998	0.7946138	0.63397264	-0.060248826	-0.1278013	0.19442959	-0.070386	0.0101371715	3.6984203	226.8	35.1	5171.632464885712
2	42	60233	3.2611961	46.0	276.2	0.0025727868	0.07486476	0.07487605	0.12922382	0.8020562	0.6339727	-0.05919934	-0.058496386	0.22448868	-0.06862316	0.0094238175	3.3771844	231.75	26.1	5282.051411867142
2	43	61645	2.643662	16.6	282.4	0.0025574567	0.0808069	0.08076662	0.12509969	0.7412849	0.6339727	-0.07931101	-0.020338777	0.22753543	-0.07461965	-0.0046913577	2.8121662	258.55	44.3	5389.38694858551
2	44	63145	0.99415123	43.0	300.0	0.002441105	0.08471058	0.08473663	0.12895654	0.72049904	0.6339727	-0.08795139	-0.061375685	0.20355652	-0.080465466	-0.00748592	2.4925625	271.1	40.7	5514.309231519699
2	45	64464	2.3729346	71.4	263.8	0.0024410852	0.096548945	0.09656788	0.12959489	0.7047422	0.6339727	-0.10252226	-0.12686779	0.17053631	-0.09521706	-0.007305207	2.5621786	256.8	38.95	5617.35030579567
2	46	65816	3.71913	31.0	270.4	0.0025729577	0.11784675	0.11780259	0.13794488	0.7531916	0.6339727	-0.11475876	-0.12876913	0.16258396	-0.11694953	0.0021907738	3.3460438	242.6	35.4	5738.335587501526
2	47	67132	2.341852	7.4	263.2	0.0023880717	0.13360666	0.13355865	0.13052492	0.6895338	0.6339727	-0.14112937	-0.16403015	0.149687	-0.13496971	-0.006159658	3.911449	173.9	21.55	5824.626897096634
2	48	68317	3.929298	41.2	237.0	0.002363935	0.14310691	0.14310212	0.13853896	0.6999014	0.6339727	-0.14781986	-0.21625002	0.13232055	-0.14657624	-0.0012436329	4.564995	177.2	30.5	5915.849754333496
2	49	69158	4.7496705	10.6	168.2	0.002481372	0.15989313	0.15985718	0.13601324	0.7171283	0.6339727	-0.161557	-0.22505829	0.13141085	-0.16297872	0.0014217146	4.1375756	203.25	38.25	6006.378494262695
2	50	70414	2.7488785	25.0	251.2	0.0023893702	0.16987386	0.16992351	0.13086033	0.7089742	0.6339727	-0.17272171	-0.2267767	0.13341208	-0.17397484	0.0012531151	4.2923956	182.5	21.65	6089.319083690643
2	51	71690	3.375512	41.0	255.2	0.0024153073	0.17058365	0.17054942	0.13867407	0.7184049	0.63397264	-0.17248698	-0.200734	0.13659444	-0.17389451	0.0014075361	4.5020185	171.6	22.2	6188.179538011551
2	52	72623	5.254935	20.6	186.6	0.0027651864	0.18709211	0.18703587	0.1428443	0.7516092	0.63397264	-0.18402131	-0.13247323	0.14502856	-0.18804646	0.0040251543	4.1796737	170.65	21.6	6272.385886192322
2	53	73637	3.4268696	8.2	202.8	0.0029656834	0.20115681	0.20123073	0.1426555	0.7820432	0.6339727	-0.19465202	-0.04037062	0.15967949	-0.19960439	0.0049523865	4.2418337	177.7	22.6	6354.793306827545
2	54	74805	2.9523811	28.2	233.6	0.0027556014	0.20508613	0.20506817	0.14259535	0.71372575	0.6339727	-0.20863329	-0.064291164	0.15037917	-0.2034172	-0.00521611	4.5872293	194.65	25.4	6453.3529641628265
2	55	76056	3.811915	37.8	250.2	0.0027908718	0.20891222	0.20897864	0.15088476	0.7539272	0.6339727	-0.20744164	-0.06404506	0.14259039	-0.20769285	0.00025120922	4.8094254	142.35	22.0	6547.96305680275
2	56	77116	3.6246257	18.6	212.0	0.0029508465	0.22465134	0.22458307	0.14561579	0.72468674	0.6339727	-0.22664708	-0.08031702	0.13266125	-0.2235124	-0.0031346825	4.7377872	108.2	18.35	6617.627934455872
2	57	77826	4.9358516	11.0	142.0	0.0030910564	0.2348254	0.23496225	0.14759652	0.764015	0.6339727	-0.2313899	-0.103995524	0.12953563	-0.23426834	0.002878439	4.421388	171.6	19.85	6691.19589972496
2	58	78823	3.277879	19.6	199.4	0.0029635213	0.24431731	0.24427232	0.15805964	0.72637385	0.63397264	-0.24531509	-0.10519075	0.1255097	-0.24401626	-0.0012988619	4.555417	166.35	17.7	6777.357367038727
2	59	79807	4.243327	26.2	196.8	0.00305205	0.26031342	0.2602843	0.15650159	0.7806833	0.6339727	-0.25423124	-0.06902685	0.13321218	-0.25828066	0.0040494334	4.4490175	161.2	13.4	6851.407925128937
2	60	80820	4.9274106	18.0	202.6	0.003278655	0.28382286	0.28385425	0.15461826	0.7287533	0.6339727	-0.28425097	-0.0215093	0.13119194	-0.28213295	-0.0021180054	4.9010825	125.0	18.85	6929.456474781036
2	61	81770	3.8400588	19.0	190.0	0.0031187518	0.29713953	0.29714847	0.15874738	0.75905716	0.63397264	-0.29375154	-0.029133849	0.13060038	-0.29633605	0.002584513	4.502842	161.45	12.4	7016.026225805283
2	62	82776	4.2488046	22.4	201.2	0.0033975083	0.32634357	0.32640368	0.156836	0.7775029	0.63397264	-0.31869194	-0.00062540924	0.1383297	-0.32375282	0.005060853	3.9704297	180.55	21.3	7097.687833786011
2	63	83501	5.30548	25.0	145.0	0.0034338797	0.34401068	0.34395334	0.15606435	0.76771283	0.63397276	-0.3369263	0.055615377	0.15105791	-0.33971623	0.0027899176	4.329453	155.7	13.6	7170.783306360245
2	64	84481	4.188226	13.0	196.0	0.003811898	0.3705741	0.3705381	0.15108216	0.7448037	0.6339727	-0.36487448	0.065879844	0.1529575	-0.36555097	0.0006764539	4.116187	164.75	21.85	7253.4669761657715
2	65	85391	4.292795	29.2	182.0	0.0039671916	0.3793232	0.37926912	0.15391538	0.74117017	0.63397264	-0.37244922	0.06511973	0.15244174	-0.3733501	0.00090091326	4.140887	187.85	11.35	7331.9232857227325
2	66	86484	3.334397	32.8	218.6	0.0037545895	0.38500372	0.38516602	0.15788631	0.7333777	0.63397264	-0.37991282	0.05759487	0.1504023	-0.37999567	8.2818486e-05	4.51718	122.3	13.85	7410.666939496994
2	67	87378	4.6740403	24.2	178.8	0.0038666301	0.39458123	0.39432457	0.15718007	0.7145417	0.6339727	-0.39135107	0.030858016	0.14459613	-0.38961327	-0.0017378302	5.063344	90.6	20.5	7475.385810375214
2	68	87995	4.8989525	17.0	123.4	0.0040192762	0.4019579	0.4021885	0.15614992	0.71057636	0.6339727	-0.39875063	0.038337994	0.14007543	-0.39843455	-0.00031615325	5.022934	139.8	25.3	7538.352926015854
2	69	88934	3.4071832	27.0	187.8	0.0038886177	0.4186648	0.41857454	0.1671553	0.7540411	0.63397264	-0.40849295	0.041243024	0.14720164	-0.41354576	0.005052828	4.768967	130.15	25.45	7613.471267223358
2	70	89735	5.2785225	17.4	160.2	0.0039486974	0.4279406	0.4279471	0.16105354	0.77022755	0.6339727	-0.41497108	0.076722786	0.1623891	-0.42138368	0.006412602	4.79995	167.9	26.1	7684.78303194046
2	71	90692	4.3525977	27.8	191.4	0.004268742	0.44118595	0.4411696	0.16408254	0.74371874	0.63397264	-0.43063596	0.07263395	0.17179815	-0.43360156	0.0029656612	4.395591	160.6	17.45	7774.621914386749
2	72	91418	5.1808996	24.4	145.2	0.0046934164	0.46016675	0.46021533	0.16720335	0.77240145	0.63397276	-0.4432596	0.13890941	0.18272102	-0.4510658	0.0078062485	4.415508	168.7	26.55	7855.089018583298
2	73	92210	5.5602694	27.4	158.4	0.004972083	0.4774718	0.47753546	0.17129008	0.7784445	0.6339727	-0.45942798	0.20210837	0.19503379	-0.4653055	0.005877548	4.9122705	127.25	20.35	7917.856028079987
2	74	93125	4.8270936	28.4	183.0	0.005284116	0.49360248	0.49359924	0.16684055	0.80108356	0.63397264	-0.46962774	0.25602716	0.21171153	-0.47981253	0.010184787	4.02101	185.3	42.45	8007.918651342392
2	75	94248	4.3351197	23.8	224.6	0.005990032	0.49982157	0.49981385	0.17915262	0.80705285	0.63397264	-0.47462177	0.2953364	0.22738537	-0.4817327	0.007110891	5.143079	134.5	17.7	8079.352003335953
2	76	95447	3.7855732	9.2	239.8	0.006292793	0.51147354	0.5113857	0.16692321	0.74749243	0.6339727	-0.49919868	0.29730046	0.22225887	-0.4932504	-0.0059482763	4.3261895	185.05	35.95	8175.5979244709015
2	77	96572	2.6373963	16.8	225.0	0.005848672	0.52527416	0.5253233	0.17394057	0.74041337	0.63397264	-0.5149238	0.2849136	0.20638034	-0.5095547	-0.005369045	4.4167905	166.85	24.05	8274.141106843948
2	78	97672	4.2737255	46.6	220.0	0.0057680667	0.5357912	0.53593844	0.17866868	0.7681447	0.63397264	-0.5200895	0.29550835	0.19804256	-0.5207756	0.00068614964	4.6005864	155.25	23.85	8359.762542963028
2	79	98318	4.599232	13.2	129.2	0.005378309	0.5412888	0.54132617	0.17280664	0.73620045	0.63397264	-0.5328439	0.29509363	0.18741146	-0.52773	-0.0051139286	3.629279	168.0	18.4	8428.3159096241
2	80	99154	4.6024942	20.4	167.2	0.005489568	0.55546707	0.55536497	0.17721322	0.75414515	0.6339727	-0.54456764	0.29994926	0.18062437	-0.5429049	-0.0016627414	4.658658	178.5	23.4	8519.235773563385
2	81	99957	4.269635	20.0	160.6	0.0054945974	0.56689346	0.5669557	0.1739412	0.7631859	0.6339727	-0.553919	0.3124068	0.18004261	-0.5560483	0.0021292635	4.769221	163.55	23.35	8602.975564718246
2	82	100820	4.410462	20.8	172.6	0.0056400276	0.56967443	0.56957227	0.18019962	0.7672237	0.6339727	-0.5565356	0.34215033	0.18486747	-0.55895656	0.0024208927	4.7770925	153.05	19.55	8673.321133375168
2	83	101670	4.3483915	9.6	170.0	0.0058930744	0.580671	0.5806764	0.1885619	0.78198224	0.6339727	-0.5646042	0.34288076	0.18850179	-0.56788635	0.00328214	4.408	167.45	15.15	8754.086853981018
2	84	102852	3.888953	56.4	236.4	0.006284326	0.5826155	0.58271766	0.19270054	0.75987786	0.6339727	-0.57140005	0.35079706	0.18893135	-0.5698413	-0.0015586633	4.8572607	122.75	21.3	8835.581813573837
2	85	103797	4.62654	18.2	189.0	0.006108983	0.58514196	0.5851109	0.19045492	0.7270829	0.63397264	-0.5791077	0.34998164	0.172501	-0.5758698	-0.0032379346	4.6232033	132.55	31.3	8899.76121044159
2	86	104451	5.158861	23.2	130.8	0.0058809323	0.599208	0.59938353	0.18414369	0.78483564	0.63397264	-0.583602	0.3571432	0.17823805	-0.5889234	0.0053213704	4.596927	169.65	17.45	8979.46197795868
2	87	105113	4.82117	16.6	132.4	0.0058666654	0.614813	0.6145952	0.17756037	0.754564	0.63397264	-0.60382664	0.35394543	0.1786399	-0.6051838	0.0013572116	4.5252166	142.45	15.1	9055.05894112587
2	88	105853	5.1184974	17.6	148.0	0.005739067	0.6217365	0.621738	0.18216798	0.7510777	0.6339727	-0.6114376	0.33887324	0.17642494	-0.6111494	-0.00028822647	4.966281	100.45	19.65	9108.980015516281
2	89	107113	4.599912	39.0	252.0	0.0060861884	0.62927896	0.6292821	0.19722824	0.7481167	0.6339727	-0.6173822	0.37599117	0.17889887	-0.61793506	0.00055283663	3.8998039	177.4	21.8	9193.57331109047
2	90	107816	3.8416107	20.8	140.6	0.005933813	0.63599116	0.6358341	0.18749973	0.7161111	0.6339727	-0.63040555	0.37850216	0.1663611	-0.626837	-0.0035684733	4.6113515	136.0	15.4	9281.002963542938
2	91	108349	4.965009	12.2	106.6	0.005980711	0.6523368	0.6524579	0.19820075	0.743059	0.6339727	-0.6424478	0.32465884	0.16079664	-0.64287615	0.00042834168	5.233885	108.25	27.75	9335.969299793243
2	92	108885	4.8714767	16.8	107.2	0.0058874474	0.66323733	0.6631975	0.19732001	0.74509066	0.6339727	-0.65192825	0.31712884	0.16263576	-0.6539364	0.0020080972	4.9485407	137.45	25.3	9396.671609401703
2	93	109610	4.9184675	34.4	145.0	0.0065159174	0.66105664	0.66111135	0.20966199	0.77889013	0.63397276	-0.64351207	0.3490109	0.17279929	-0.6500023	0.006490171	4.733285	155.05	22.8	9471.229134559631
2	94	110409	4.1679926	21.8	159.8	0.0065786215	0.68431824	0.6841987	0.21367216	0.8731716	0.6339727	-0.6468314	0.41738257	0.20376904	-0.6703457	0.023514364	3.9230366	192.75	11.6	9565.34746336937
2	95	111730	2.8510065	15.8	264.2	0.0063494253	0.6604447	0.66052264	0.1948065	0.7413073	0.6339727	-0.6513724	0.41774744	0.20893593	-0.64603704	-0.0053353165	4.3424807	172.05	22.5	9650.868042707443
2	96	112765	4.1907053	42.6	207.0	0.006120777	0.6608962	0.66085774	0.18991932	0.74114203	0.6339727	-0.65259963	0.3908261	0.18851484	-0.6489727	-0.0036268942	5.073274	144.4	20.95	9733.002765655518
2	97	113503	4.56097	23.8	147.6	0.0063049085	0.66096526	0.6610314	0.20123596	0.7161293	0.6339727	-0.6557765	0.37516716	0.17795943	-0.6498874	-0.005889054	5.0772595	130.15	26.1	9814.439757585526
2	98	114191	4.9577084	30.6	137.6	0.0061340644	0.6717778	0.6717465	0.19426112	0.7690719	0.6339727	-0.6571856	0.3374124	0.17553234	-0.6616127	0.00442701	4.9589143	134.55	26.75	9875.604320049286
2	99	115001	5.275385	29.8	162.0	0.0058361734	0.6822113	0.6822033	0.2019733	0.80228156	0.6339727	-0.66169393	0.35392603	0.18544975	-0.6707365	0.009042545	4.5816565	133.3	22.2	9938.95634317398
2	100	115808	5.075637	6.4	161.4	0.0060135275	0.6829614	0.68292075	0.19773127	0.7886293	0.6339727	-0.664027	0.40704176	0.1988724	-0.6678799	0.0038528487	4.5950565	155.65	33.45	10033.501415252686
2	101	116978	3.2741687	23.4	234.0	0.0060001547	0.68237776	0.68236667	0.19712117	0.7927433	0.6339727	-0.66340095	0.36449248	0.20361446	-0.6673876	0.0039866217	4.8770194	153.2	37.0	10111.223364114761
2	102	117845	4.420561	20.8	173.4	0.0061966996	0.6881372	0.6882107	0.20123929	0.7510399	0.6339727	-0.67641664	0.38149422	0.1986063	-0.672336	-0.0040806746	4.297146	154.3	20.1	10182.30408167839
2	103	118686	4.65281	27.2	168.2	0.006563951	0.69179946	0.6917379	0.21130621	0.785847	0.6339727	-0.67385834	0.378166	0.19896336	-0.6773583	0.0035001028	4.4595537	197.4	21.5	10284.310274124146
2	104	119747	5.241452	16.4	212.2	0.0064620106	0.69070274	0.6907245	0.21327814	0.77116317	0.6339727	-0.67546815	0.38335317	0.1993555	-0.6745782	-0.00088995346	4.7391324	170.15	25.4	10361.16452383995
2	105	120312	4.8970413	16.6	113.0	0.0065821283	0.70384264	0.70379055	0.21507543	0.7961298	0.63397264	-0.6829583	0.41460425	0.2003103	-0.68773246	0.004774072	4.0476494	184.5	38.65	10429.902295351028
2	106	121347	4.0865483	31.4	207.0	0.0068899505	0.70721716	0.70720196	0.23535003	0.8050185	0.6339727	-0.68632066	0.40164116	0.20128496	-0.68911874	0.0027981016	4.038698	158.25	18.6	10528.184049367905
2	107	122249	3.4159203	27.6	180.4	0.006403706	0.70398307	0.7040395	0.21509567	0.7192232	0.6339727	-0.6992245	0.34742764	0.18460283	-0.6872384	-0.011986094	4.3397207	179.3	24.85	10605.529673814774
2	108	123393	4.1726694	32.8	228.8	0.0064162742	0.7253327	0.7252789	0.22600874	0.8444589	0.6339727	-0.6949518	0.3736025	0.19781984	-0.7073851	0.012433384	4.743779	182.2	23.25	10689.943662166595
2	109	124010	5.0634127	19.8	123.4	0.006692811	0.72050107	0.7205096	0.21834901	0.8089275	0.6339727	-0.69863325	0.396568	0.20673908	-0.7010131	0.0023797695	4.130647	183.75	19.35	10789.807123422623
2	110	125215	3.6192367	19.0	241.0	0.006807215	0.70025736	0.70030105	0.22160211	0.7247363	0.6339727	-0.6933324	0.32363158	0.18737248	-0.68285936	-0.010473007	4.435282	148.6	19.2	10863.524488925934
2	111	125951	5.3974466	31.4	147.2	0.0065307226	0.71140593	0.71144664	0.2208197	0.7511932	0.6339727	-0.6994644	0.30407915	0.1651891	-0.6971422	-0.002322282	4.6352053	145.65	14.55	10928.712342500687
2	112	126879	4.455874	33.4	185.6	0.006202298	0.71866053	0.7186945	0.2191548	0.7942386	0.63397264	-0.69961536	0.30813566	0.16853328	-0.7051703	0.005554901	4.346549	148.05	26.7	11021.838827133179
2	113	127698	4.8306975	12.0	163.8	0.006824354	0.7205929	0.7204138	0.21306498	0.78147334	0.6339727	-0.7033937	0.3247253	0.17199595	-0.7045783	0.0011845797	4.4203477	204.4	30.75	11101.350959300995
2	114	128285	4.9768662	19.4	117.4	0.0065577896	0.73252517	0.73249376	0.21852659	0.78764915	0.6339727	-0.71415955	0.33297643	0.17317162	-0.71675795	0.0025984007	4.6400123	170.5	30.1	11167.818422317505
2	115	129554	2.522865	30.0	253.8	0.0061250683	0.6999431	0.69995564	0.22024123	0.6719581	0.63397264	-0.70073235	0.24463277	0.14347975	-0.6907644	-0.009967789	4.78456	105.6	17.25	11258.281893968582
2	116	130122	5.269664	30.6	113.6	0.005777078	0.71807563	0.7180453	0.21673773	0.70970166	0.63397264	-0.7130401	0.20877036	0.1291418	-0.7124576	-0.00058254274	4.625069	137.15	17.7	11316.732637405396
2	117	130681	5.1137633	29.8	111.8	0.0057905586	0.7434256	0.74347657	0.22919953	0.7913788	0.63397264	-0.7266787	0.24957164	0.14039934	-0.7369492	0.010270469	4.4599524	134.3	22.05	11372.152305364609
2	118	131620	4.975741	24.0	187.8	0.0064005596	0.7405947	0.74072033	0.24149571	0.80903465	0.63397264	-0.7194379	0.25331393	0.164726	-0.73081875	0.011380869	4.7646475	125.6	27.55	11436.501455783844
2	119	132498	4.349722	19.4	175.6	0.006308458	0.7604108	0.7602782	0.22125855	0.8098764	0.6339727	-0.73792344	0.28580147	0.18466124	-0.74620366	0.008280221	4.6146097	149.1	20.05	11520.869996547699
2	120	133605	2.916769	39.2	221.4	0.0061372323	0.7503065	0.7503905	0.21942748	0.7656707	0.63397264	-0.73699224	0.33062196	0.18558292	-0.73546445	-0.0015278131	4.4802833	146.0	25.15	11593.736471176147
