CostLimit	Epoch	TotalEnvInteracts	worker/EpRet	worker/EpCost	worker/EpLen	learner/LossQ	learner/QVals0	learner/LossQC	learner/QCVals0	learner/QcThres	learner/LossPi	learner/Lagrangian	learner/LossActor	learner/QcPenalty	eval/TestEpRet	eval/TestEpLen	eval/TestEpCost	Time
2	0	1500	-1.6774269	7.0	300.0	0.27307698	1.7198659	0.056373123	0.14945212	0.6339727	-2.1313553	0.00018693494	-2.1314127	5.7564248e-05	-0.014349932	300.0	4.4	73.30141830444336
2	1	3000	0.14497307	20.2	300.0	0.10219356	1.7614148	0.024682645	0.084255114	0.6339727	-1.9269829	1.802637e-05	-1.926973	-9.821346e-06	0.031548034	300.0	7.0	144.24841213226318
2	2	4500	-0.1519855	13.8	300.0	0.033732917	1.6317238	0.02556794	0.05088639	0.6339727	-1.661711	2.218344e-05	-1.6616994	-1.1468971e-05	0.75055194	258.4	13.2	210.4366159439087
2	3	5638	-0.69440055	10.6	227.6	0.036034737	1.5746238	0.028165383	0.07474746	0.6339727	-1.9755591	2.5711657e-05	-1.9755496	-9.627833e-06	-20.237156	289.6	0.75	274.05995750427246
2	4	7138	-4.380557	0.0	300.0	0.014323329	1.7543309	0.03226283	0.18707675	0.6339727	-1.957011	2.7154281e-05	-1.9570024	-8.660226e-06	1.1433902	291.65	22.1	341.4723930358887
2	5	8638	0.84467125	50.0	300.0	0.007929193	1.9493458	0.059813745	0.40149894	0.6339727	-2.023227	3.771272e-05	-2.023221	-6.0099605e-06	-18.571405	287.85	2.6	409.31231117248535
2	6	10138	-9.817212	15.4	300.0	0.0046607815	1.9888806	0.04673984	0.43449315	0.6339727	-2.0531058	9.368829e-05	-2.0531054	-4.1958842e-07	-21.00094	300.0	5.5	481.681485414505
2	7	11638	-20.844494	3.8	300.0	0.002476686	2.034132	0.04483276	0.49964347	0.6339727	-2.0729682	0.00032233467	-2.0729845	1.5962522e-05	-17.382086	263.0	6.6	548.332225561142
2	8	12894	-14.336563	17.4	251.2	0.002150486	2.0365996	0.04759743	0.5731853	0.6339727	-2.0662367	0.0023922033	-2.0664322	0.000195569	-18.308008	276.2	5.3	611.8766067028046
2	9	14394	-19.364124	4.8	300.0	0.0020011887	2.020058	0.04536042	0.62115467	0.6339727	-2.0451014	0.0036919338	-2.0454183	0.00031728542	2.1635904	244.05	23.4	672.814455986023
2	10	15416	1.0764718	16.8	204.4	0.002097843	2.007634	0.05388727	0.6598923	0.6339727	-2.034201	0.0063031423	-2.0346081	0.00040713992	-0.63865846	272.15	15.35	734.6361215114594
2	11	16671	-1.992082	23.0	251.0	0.0022263464	1.997973	0.053681865	0.659778	0.6339727	-2.0236502	0.0054909666	-2.024049	0.00039869256	2.3498702	232.9	33.25	793.6007232666016
2	12	17811	-0.20461793	23.0	228.0	0.0024974283	1.9919301	0.06136588	0.69350487	0.6339727	-2.0179682	0.021143943	-2.019389	0.0014205684	4.092654	108.7	18.55	831.8988904953003
2	13	18554	4.566612	26.6	148.6	0.0025818157	1.9957983	0.0735115	0.7686649	0.6339727	-2.022855	0.057217784	-2.0303607	0.0075058085	2.7241774	143.65	18.75	870.4435560703278
2	14	19371	2.5330093	24.0	163.4	0.0028265768	1.9946513	0.08200568	0.83210295	0.6339727	-2.011132	0.11642326	-2.030396	0.019264182	1.0139487	198.35	39.35	917.9890670776367
2	15	20677	0.18176909	29.8	261.2	0.0036777137	1.9971299	0.09171433	0.8693704	0.6339727	-1.9948921	0.20507218	-2.029974	0.035081927	4.975941	139.45	26.1	964.5831253528595
2	16	21497	4.635921	21.6	164.0	0.0042911866	1.9948786	0.098486364	0.93699723	0.6339727	-1.970126	0.30414835	-2.0316107	0.061485052	4.7397294	228.7	29.5	1015.9589240550995
2	17	22582	4.691604	28.8	217.0	0.005132824	2.0002663	0.10136411	0.94879186	0.6339727	-1.9533736	0.39406964	-2.0285707	0.07519697	3.3570144	295.3	43.0	1081.5135028362274
2	18	24082	2.759587	56.2	300.0	0.0048981784	2.0019114	0.09945177	0.9242978	0.6339727	-1.9305918	0.5221991	-2.0370684	0.10647656	3.275023	300.0	29.7	1146.414960384369
2	19	25582	3.0656366	54.6	300.0	0.004757862	2.0077198	0.09269664	0.9781506	0.6339727	-1.8500869	0.7017305	-2.0359757	0.18588856	2.166943	277.5	41.6	1197.370525598526
