Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Optim_A	Optim_B	Optim_c	Optim_q	Optim_r	Optim_s	Optim_Lam	Optim_Nu	OptimCase	Margin	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
44	1.6629285	4.147067	19.303219	-3.9076786	2.45	2.9047375	13.0	0.0	150.0	51662.0	0.03826814814814815	0.67129433	1.1315141	5.312702	-3.1190083	1.0676254	0.82385653	9.800168	-1.4745988	-1.0172526e-09	-0.0065893964	-8.138021e-09	-0.0037654154	2.6151161	-0.42798662	1.3255352	-0.18304884	1.2872157	0.0	0.004112477	0.016796831	0.0030000003	0.0057306797	-0.002132298	0.0028097185	0.49480954	1.2872157	1.0	0.0	0.0	1.7423947	0.009763798	1350000	7918.231327056885
45	1.7078689	4.236918	19.019062	-3.624792	3.195	3.4477494	19.0	0.0	150.0	52301.0	0.03789927536231884	0.8082156	1.2295564	5.5631757	-3.2150207	1.0748327	0.7313097	8.31356	-1.1239957	2.0345052e-09	-0.0013819031	-8.138021e-09	-0.008228403	2.788164	-0.5220275	2.1889474	-0.3319949	2.0901067	0.0	0.0039219735	0.005305061	0.0079666665	0.0050196373	-0.0021773458	0.0043190224	0.8598192	2.0901067	1.0	0.0	0.0	1.7175195	0.009540619	1380000	8094.097366809845
46	1.3264545	4.0520544	15.112115	-4.3301373	2.94	3.5165892	22.0	0.0	150.0	52889.0	0.03750992907801418	1.0182856	1.2664251	6.3479238	-3.5212598	1.2744005	0.91409475	9.346238	-1.0023235	-4.0690105e-09	-0.0021558371	-1.0172526e-08	-0.0064114165	2.5547874	-0.3763044	1.7323178	-0.2988212	1.7085676	0.0	0.003401384	0.009127812	0.006266667	0.0049251467	-0.0023460477	0.0036120713	0.6104421	1.7085676	1.0	0.0	0.0	1.7048395	0.009210605	1410000	8271.539193868637
47	1.3171043	4.0833974	19.238333	-3.7687292	2.46	3.3894544	16.0	0.0	150.0	53381.0	0.03707013888888889	0.9970874	1.1600747	6.475383	-2.6061625	1.2296237	0.8278987	10.190557	-0.96650237	7.629395e-09	-0.0053095496	-8.138021e-09	-0.0026679118	2.4406843	-0.39240265	1.958584	-0.23550606	1.0960095	0.0	0.0041951733	0.017414192	0.003066667	0.0058875643	-0.0024809549	0.0036369476	0.49082118	1.0960095	1.0	0.0	1.0	1.6832061	0.006864682	1440000	8442.817562103271
48	2.0179763	4.45408	20.888147	-3.9177744	2.405	3.2834396	19.0	0.0	150.0	53862.0	0.036640816326530615	0.99621505	1.2727218	7.117799	-3.4260242	1.2400322	0.9132998	11.7242155	-2.099089	-1.9836426e-08	-0.0055265985	0.0	-0.0021047099	3.188822	-0.64176464	1.7794079	-0.2631631	1.1409988	0.0	0.0032537377	0.018128728	0.0026999998	0.0060511236	-0.003301198	0.0038957468	0.42365035	1.1409988	1.0	0.0	1.0	1.6624968	0.0074227434	1470000	8614.478533506393
49	2.2292724	4.4551387	19.235525	-4.5875235	2.785	3.307382	24.0	0.0	150.0	54419.0	0.03627933333333333	1.213824	1.2815964	6.689894	-3.1368706	1.1468312	0.8054757	9.433294	-1.7571659	8.138021e-09	-0.0042098956	-6.612142e-09	-0.0053298846	3.4338963	-0.66504765	2.311974	-0.36947536	0.9405355	0.0	0.0031533365	0.015401858	0.005233334	0.0049093897	-0.0032341196	0.0059562717	0.45247918	0.9405355	1.0	0.0	0.0	1.6737323	0.009082497	1500000	8785.581201791763
50	2.7088346	4.8008666	19.959257	-4.141592	3.145	3.3680818	18.0	0.0	150.0	55048.0	0.03597908496732026	1.5243412	1.4080777	6.743702	-3.5628147	1.408418	0.8589533	10.940482	-0.865473	-2.0345052e-09	0.0060934173	2.2379558e-08	-0.007856399	3.6539602	-0.66005135	2.033375	-0.333256	2.6710632	0.0	0.0048894947	-0.00078587484	0.007633333	0.0068762777	-0.0023599635	0.002803239	0.0	2.6710632	0.0	0.0	0.0	1.6813899	0.009404421	1530000	8956.10064959526
51	2.0228884	4.1014743	13.925744	-3.652629	2.245	3.2580633	25.0	0.0	150.0	55497.0	0.035575	1.5562639	1.4194261	7.0992694	-3.225598	1.4254876	1.0495336	12.429527	-2.130523	-1.0172526e-08	-0.007724186	1.3987223e-08	-0.0013088539	3.1647105	-0.6058371	2.2036798	-0.4599024	1.1261774	0.0	0.0041775396	0.019297257	0.0016333326	0.0074326755	-0.003515288	0.0037962315	0.46527797	1.1261774	1.0	0.0	0.0	1.6976783	0.009482823	1560000	9122.53651213646
52	2.0863276	3.63993	13.19369	-3.9935944	2.065	2.5279982	15.0	0.0	150.0	55910.0	0.035163522012578614	1.5272672	1.3352644	6.573071	-3.5645072	1.2297974	0.7556461	7.849882	-3.5481553	-6.1035155e-09	-0.0073267315	-1.3224284e-08	-0.00082830305	2.9339457	-0.6098373	1.2466521	-0.20039463	1.0871389	0.0	0.0031354479	0.019917976	0.0004333337	0.0054802145	-0.002316866	0.0022892975	0.39675936	1.0871389	1.0	0.0	0.0	1.675375	0.008528102	1590000	9288.405326843262
53	2.6916666	4.879856	19.970726	-4.102308	2.72	3.3153582	22.0	0.0	150.0	56454.0	0.03484814814814815	1.630026	1.2680417	5.967009	-2.555295	1.2527164	0.6679204	6.7000823	-1.4282084	0.0	-0.0060675754	-4.0690105e-09	-0.0047295	3.7749515	-0.742903	1.8467925	-0.27232242	1.203615	0.0	0.004228489	0.0136426445	0.0048	0.005016373	-0.0016897953	0.0036241487	0.55672836	1.203615	1.0	0.0	0.0	1.6429071	0.009207607	1620000	9453.329223394394
54	3.273258	4.486902	27.101267	-4.062683	2.335	3.1941783	22.0	0.0	150.0	56921.0	0.034497575757575755	1.974782	1.4363152	7.8022346	-2.6484203	1.4058026	0.74057883	8.997242	-0.93915164	-4.577637e-09	-0.0070567564	0.0	-0.0039831055	3.8557515	-0.8139503	1.8136017	-0.25911558	0.89773166	0.0	0.003557633	0.018722853	0.0022333337	0.0051998436	-0.0025324891	0.003905407	0.43590772	0.89773166	1.0	0.0	0.0	1.6321076	0.009037681	1650000	9620.859591245651
55	3.133893	4.3754377	18.178247	-3.8313522	2.755	4.4266214	52.0	0.0	150.0	57472.0	0.03420952380952381	2.204805	1.4479315	6.925885	-2.7750304	1.4188888	0.7333502	10.976333	-0.9247045	2.0345052e-08	-0.005697817	-2.746582e-08	-0.0049245246	3.8176823	-0.7395611	2.5173986	-0.77223814	0.85260445	0.0	0.0035276557	0.015166826	0.0050333343	0.004322923	-0.0020417192	0.005241783	0.4822761	0.85260445	1.0	0.0	0.0	1.6339734	0.009980042	1680000	9780.837216854095
56	4.004408	4.5170407	25.325508	-4.284318	2.7	3.310589	16.0	0.0	150.0	58012.0	0.03392514619883041	2.4650228	1.3843377	6.936691	-1.9879616	1.4448365	0.68858945	13.062185	-2.7537904	3.0517577e-09	-0.0051335096	-3.0517577e-09	-0.0050907447	4.104215	-0.76553965	2.3336678	-0.33460104	1.0413493	0.0	0.0040879785	0.014079336	0.004666667	0.0045586447	-0.0013157642	0.0036782664	0.5388442	1.0413493	1.0	0.0	0.0	1.6369529	0.009324139	1710000	9941.432264328003
57	4.4001083	4.3675437	16.27369	-3.8818505	2.775	3.1881618	20.0	0.0	150.0	58567.0	0.03365919540229885	2.6889658	1.3525102	7.1354227	-2.6739447	1.6185246	0.67804945	8.337349	-1.6969593	-2.5939942e-08	-0.005430193	1.3224284e-08	-0.0038712453	3.8934371	-0.75351286	2.281727	-0.24088526	0.9990862	0.0	0.0035370374	0.014053878	0.0051666675	0.0043355054	-0.0018933128	0.004489389	0.5016742	0.9990862	1.0	0.0	1.0	1.6354718	0.0077972286	1740000	10114.309913396835
58	3.6230793	4.1832795	17.5369	-3.9862914	2.68	3.295087	20.0	0.0	150.0	59103.0	0.033391525423728814	2.8251405	1.3607771	7.590894	-2.5444057	1.6136109	0.59182185	9.167576	-2.273236	-8.9009605e-10	-0.00537701	-1.0172526e-09	-0.00405219	3.6936228	-0.70877385	1.9074918	-0.26226938	1.4054394	0.0	0.004607548	0.013803164	0.0045333337	0.005864658	-0.0020418286	0.003316388	0.57775754	1.4054394	1.0	0.0	0.0	1.6263069	0.00966156	1770000	10280.127968549728
59	4.0112467	4.1710362	16.871288	-3.7455995	2.095	2.4871619	13.0	0.0	150.0	59522.0	0.03306777777777778	3.1676724	1.3024572	7.253685	-1.7870176	1.6310856	0.6525919	10.713133	-0.53089774	2.4414062e-08	-0.007417151	7.629395e-09	-0.0018967113	3.8666446	-0.81079626	1.4765841	-0.1965239	0.6808417	0.0	0.002899562	0.01984734	0.0006333335	0.0038102153	-0.001546852	0.0026275108	0.38222143	0.6808417	1.0	0.0	0.0	1.6245334	0.00985482	1800000	10442.254982471466
60	4.858424	4.8551555	22.190805	-3.614418	2.865	3.317646	20.0	0.0	150.0	60095.0	0.03283879781420765	3.174621	1.3028775	7.2549567	-2.151801	1.4894825	0.5099832	6.609278	-0.7279299	-1.0172526e-08	-0.001739146	1.0172526e-09	-0.004587013	4.8987136	-0.8843622	2.0753396	-0.25072145	1.6734233	0.0	0.0032967646	0.0077610505	0.005766667	0.003525544	-0.00078842643	0.0027170996	0.651754	1.6734233	1.0	0.0	1.0	1.6112566	0.0071722073	1830000	10603.510692834854
61	4.8698583	4.9430146	20.695616	-3.2053516	2.64	2.9428558	16.0	0.0	150.0	60623.0	0.032593010752688174	3.4724226	1.3480595	8.88042	-2.262518	1.6013647	0.6373569	10.8974495	-1.9337677	-5.086263e-09	-0.0031013305	-1.1189779e-08	-0.00391003	4.6703825	-0.85675144	2.2017336	-0.18194771	1.0569904	0.0	0.0024444177	0.0153296385	0.004266667	0.0039422284	-0.0024162508	0.0038978676	0.39932063	1.0569904	1.0	0.0	1.0	1.6076579	0.006557719	1860000	10769.261415243149
62	5.0945897	4.712038	20.938128	-3.2473555	3.02	3.6013331	23.0	0.0	150.0	61227.0	0.032395238095238095	3.6097524	1.4267336	7.7345085	-2.8894436	1.7464398	0.67742735	11.6901	-0.7009609	2.0345052e-09	-4.7509766e-05	8.138021e-09	-0.0068274066	4.846799	-0.93873477	2.2855933	-0.32300842	2.7093039	0.0	0.0030730888	0.0036851596	0.0068	0.003834635	-0.0014691482	0.0028342293	0.9131864	2.7093039	1.0	0.0	0.0	1.6078455	0.009910743	1890000	10929.508305549622
63	4.9118524	4.5565257	19.542528	-3.914902	2.45	2.9064584	13.0	0.0	150.0	61717.0	0.032144270833333335	3.8592103	1.3750483	8.249828	-1.7280706	1.8638948	0.780003	14.276395	-0.61377853	-1.8310548e-08	-0.0060825157	-9.155274e-09	-0.0033271494	4.1661606	-0.7607641	1.8427932	-0.27149594	1.0961957	0.0	0.0031616935	0.016936062	0.0030000003	0.004421607	-0.0019237635	0.0029373965	0.43206954	1.0961957	1.0	0.0	0.0	1.5919783	0.009588605	1920000	11089.562313318253
64	5.4376893	4.6263375	19.973845	-3.397293	2.345	2.5953758	15.0	0.0	150.0	62186.0	0.03189025641025641	3.9165385	1.3336731	8.048076	-1.7198379	1.6706198	0.53495234	8.1151905	-0.7569851	1.4241537e-08	-0.0064975643	-2.0345052e-09	-0.00306027	4.114277	-0.68358135	1.3618859	-0.16625118	1.0660279	0.0	0.003392475	0.017704552	0.0023000003	0.0043047154	-0.0014499358	0.0023045612	0.4377396	1.0660279	1.0	0.0	0.0	1.6097386	0.0094553605	1950000	11264.390660047531
65	6.1293483	5.1572747	20.82796	-3.5026724	2.765	3.2139966	16.0	0.0	150.0	62739.0	0.03168636363636364	4.0993023	1.3938211	8.254723	-1.97582	1.5985625	0.5496026	9.683754	-0.75106835	-1.8310548e-08	-0.0048505473	-1.4241537e-08	-0.0043884073	4.909176	-1.0193949	2.3232641	-0.2504301	1.0003321	0.0	0.003011241	0.0117044	0.0051000006	0.0031075855	-0.0005496161	0.003135398	0.5072221	1.0003321	1.0	0.0	0.0	1.5892203	0.00972346	1980000	11436.271335601807
66	5.998079	5.1312447	21.293581	-3.1242554	2.925	3.2325494	15.0	0.0	150.0	63324.0	0.0315044776119403	4.3891172	1.4978338	8.920311	-1.8742366	1.7634083	0.68892586	9.997809	-0.30190688	4.577637e-09	-0.004751017	6.1035155e-09	-0.0064959168	4.940053	-0.94637966	2.3869643	-0.26876044	0.9595703	0.0	0.0032285533	0.012717538	0.0061666663	0.003922532	-0.0019036378	0.005221829	0.5038514	0.9595703	1.0	0.0	0.0	1.5946088	0.009824379	2010000	11599.009914159775
67	6.24734	5.122743	19.466446	-2.8425894	2.825	3.020658	13.0	0.0	150.0	63889.0	0.031318137254901963	4.5795665	1.4793975	9.450546	-1.615688	1.8481201	0.60807043	8.578621	-1.3798527	-1.525879e-08	-0.0038119883	5.086263e-09	-0.004647957	5.4396925	-1.1111121	1.9611877	-0.18745756	0.8538585	0.0	0.0023313232	0.010052701	0.0055000004	0.002332213	5.202246e-05	0.003041027	0.48157045	0.8538585	1.0	0.0	0.0	1.6133456	0.009257719	2040000	11769.321117639542
68	6.8307133	4.7754774	24.952232	-1.6349632	2.895	3.223969	18.0	0.0	150.0	64468.0	0.031143961352657006	4.9149556	1.4973996	9.882011	-1.344781	1.8970872	0.598398	9.385457	0.12718496	0.0	-0.0008460246	5.086263e-10	-0.005179669	4.704173	-0.95385194	2.134967	-0.23251069	1.9297268	0.0	0.002425549	0.0063056936	0.0059666666	0.003091874	-0.0013161481	0.0025997015	0.6202098	1.9297268	1.0	0.0	1.0	1.6015656	0.0070628794	2070000	11940.259497642517
69	5.9992733	4.7465787	19.680147	-4.1303973	2.425	2.625714	12.0	0.0	150.0	64953.0	0.03093	5.0082617	1.4456052	10.53758	-0.89214253	1.8711631	0.56100583	9.323743	-0.059059888	-8.138021e-09	-0.006433431	-8.138021e-09	-0.0018794881	4.7059216	-0.99775386	1.7118441	-0.15610325	0.6621818	0.0	0.00428069	0.016101068	0.002833333	0.0042853076	9.750509e-05	0.0020589675	0.51561975	0.6621818	1.0	0.0	1.0	1.595115	0.0064501823	2100000	12103.992375135422
70	6.4525414	5.1471	23.225561	-3.5260665	2.725	3.336072	18.0	0.0	150.0	65498.0	0.030750234741784038	4.9750247	1.4065595	9.532485	-1.5197679	1.8016747	0.5971831	9.863143	-0.37773475	-5.086263e-09	-0.0044326712	-4.0690105e-09	-0.0055381195	5.02326	-1.026983	2.3207433	-0.27203465	1.4604605	0.0	0.0031833788	0.011225074	0.0048333327	0.0038321305	-0.0013142083	0.0026622566	0.53253675	1.4604605	1.0	0.0	0.0	1.5740328	0.009378111	2130000	12271.50299668312
71	7.204363	5.419081	22.178568	-3.0591345	2.82	3.5210226	21.0	0.0	150.0	66062.0	0.03058425925925926	5.213121	1.4574668	9.939244	-1.4242444	1.8257393	0.66890705	10.659872	-1.0283931	2.0345052e-08	-0.0032930134	6.1035155e-09	-0.0054933573	5.1673803	-1.1528344	2.7371576	-0.35011554	1.1186005	0.0	0.0034846682	0.012412933	0.005466666	0.004063217	-0.001509578	0.003938866	0.5298385	1.1186005	1.0	0.0	0.0	1.5227592	0.009807666	2160000	12439.071172714233
72	7.5428987	5.3128734	30.309813	-3.55845	2.805	3.2629704	15.0	0.0	150.0	66623.0	0.030421461187214612	5.458809	1.5496656	9.609066	-1.8787795	1.8606393	0.66242677	11.416294	-0.39788768	1.1189779e-08	-0.003614092	-4.0690105e-09	-0.0062334808	5.80159	-1.226615	2.212647	-0.25664902	1.3008995	0.0	0.0029443472	0.010392079	0.005366667	0.0033072869	-0.0010430549	0.0029976428	0.53228384	1.3008995	1.0	0.0	0.0	1.5089202	0.009416622	2190000	12605.524777412415
73	7.059124	5.1229377	22.796001	-3.0038188	2.515	2.6925406	14.0	0.0	150.0	67126.0	0.030236936936936937	5.7069416	1.5006529	10.239369	-1.3111212	1.843432	0.66405433	11.483521	-1.5660731	-9.155274e-09	-0.0060984744	-1.3224284e-08	-0.0021294963	5.4383492	-1.167573	1.7583162	-0.23829043	0.80236894	0.0	0.0034426462	0.015163893	0.003433334	0.0034846163	-0.0003198439	0.0024374528	0.4764758	0.80236894	1.0	0.0	0.0	1.5009787	0.00951948	2220000	12772.844918727875
74	7.5449657	4.9943604	20.405285	-3.239411	2.695	3.0890088	15.0	0.0	150.0	67665.0	0.030073333333333334	5.8122306	1.6083691	11.195501	-0.87036943	1.8022199	0.52977276	9.902425	-0.3824578	-3.0517577e-09	-0.00623325	7.1207684e-09	-0.0040112915	5.5448427	-1.2443457	2.2342038	-0.25759554	0.8710439	0.0	0.0035340297	0.012933938	0.004633333	0.003550609	-0.00022443371	0.0030381524	0.52272075	0.8710439	1.0	0.0	0.0	1.4870073	0.009427272	2250000	12940.584298610687
75	7.372354	4.861011	20.48824	-3.051094	2.99	3.2372675	15.0	0.0	150.0	68263.0	0.029939912280701756	5.8773804	1.5187539	10.16723	-1.2007087	1.8777894	0.61357266	10.659762	-0.29309416	-1.2207031e-08	-0.0024116456	-6.1035155e-09	-0.0051937876	5.149141	-1.1513367	1.9962112	-0.27863467	2.3893816	0.0	0.0040112943	0.0044591483	0.0066	0.004079585	-0.00043750886	0.0028029352	0.9484541	2.3893816	1.0	0.0	1.0	1.4623083	0.0064822217	2280000	13101.65490603447
76	7.4344945	4.5680695	19.481014	-2.5711644	2.53	2.6756496	16.0	0.0	150.0	68769.0	0.02977012987012987	5.9151654	1.4603608	11.531942	-1.248329	1.8665354	0.55922264	10.213256	-0.58798325	-1.1189779e-08	-0.004332078	2.0345052e-09	-0.004028248	5.0544834	-1.0413942	1.6544536	-0.26241863	1.1345237	0.0	0.0027704209	0.01444764	0.003533333	0.003218492	-0.0010037355	0.002248493	0.43789947	1.1345237	1.0	0.0	0.0	1.4647851	0.009383437	2310000	13267.673007965088
77	7.3586903	5.036277	20.808922	-3.0393465	2.705	3.0344644	17.0	0.0	150.0	69310.0	0.02961965811965812	5.855619	1.5154505	10.46498	-0.9506262	1.8078519	0.55779517	9.775228	-0.8182939	0.0	-0.002890692	8.138021e-09	-0.0045549977	5.439224	-1.21275	2.207863	-0.23099256	1.1311564	0.0	0.002751897	0.013872521	0.0046999995	0.0038444102	-0.0019845874	0.0036050708	0.44538787	1.1311564	1.0	0.0	1.0	1.4644492	0.0071444083	2340000	13431.14791059494
78	7.08082	5.1106477	21.592636	-2.3428626	2.5	2.8248894	18.0	0.0	150.0	69810.0	0.029455696202531644	5.9709125	1.5389109	10.476883	-1.1128875	1.8570448	0.61827403	9.212777	-0.36439943	2.0345052e-09	-0.0036794464	0.0	-0.0024948074	5.4305897	-1.2999797	1.658913	-0.26194894	0.8654246	0.0	0.002383047	0.015356445	0.0033333334	0.0026229743	-0.0007576929	0.0023928024	0.39393175	0.8654246	1.0	0.0	1.0	1.4645636	0.007426272	2370000	13597.815389156342
79	6.8491993	5.103863	19.620457	-3.1033704	2.475	3.109562	21.0	0.0	150.0	70305.0	0.02929375	5.8335195	1.4779125	10.390861	-1.108292	1.82105	0.5727563	9.670915	-2.3087668	-1.2207031e-08	-0.0045320517	7.1207684e-09	-0.0026926128	5.016431	-1.3046308	1.9033748	-0.27213943	0.8644645	0.0	0.0034829804	0.017481351	0.003166666	0.0045162975	-0.0020283144	0.00398141	0.44636282	0.8644645	1.0	0.0	1.0	1.4372938	0.006227558	2400000	13773.073388338089
80	8.143078	5.0949802	23.027245	-2.5621104	2.545	2.9979951	19.0	0.0	150.0	70814.0	0.02914156378600823	5.8015246	1.4982172	10.216234	-0.97637194	1.7248508	0.5856203	10.858328	-1.7199166	1.4241537e-08	-0.0042486563	-1.0172526e-09	-0.003008373	4.8648725	-1.1657572	1.6714925	-0.28321147	0.80927503	0.0	0.0026768285	0.015691586	0.0036333338	0.0029896274	-0.000978992	0.0030640305	0.4130255	0.80927503	1.0	0.0	1.0	1.4156721	0.0067262924	2430000	13934.997971534729
81	8.238181	4.953537	22.154766	-3.372281	3.37	3.3321316	16.0	0.0	150.0	71488.0	0.029060162601626017	6.106343	1.4690084	10.63048	-0.49551997	1.7183077	0.6021292	10.415087	-0.66554296	1.0172526e-09	0.0023364269	-1.1189779e-08	-0.008494991	5.2599106	-1.3484612	2.9935193	-0.41747236	2.5444899	0.0	0.0029689758	-0.0070042075	0.009133332	0.0029787368	-0.00017364319	0.0030890654	0.0	2.5444899	0.0	0.0	0.0	1.4042416	0.009884322	2460000	14096.6709856987
82	7.7280273	5.143484	21.062208	-3.858703	2.515	2.9291255	18.0	0.0	150.0	71991.0	0.028912048192771083	6.3642244	1.4239892	10.249011	-0.5743088	2.0406501	0.71245503	13.377153	-1.3205329	-8.138021e-09	-0.005706411	4.0690105e-09	-0.0039170645	5.0182714	-1.0714414	2.0037925	-0.2861048	0.7410453	0.0	0.0026525636	0.015952317	0.003433334	0.0028498948	-0.00075807265	0.00291223	0.40777537	0.7410453	1.0	0.0	0.0	1.4120362	0.009486808	2490000	14258.23362326622
83	7.6268463	4.9488125	22.510798	-2.3258107	2.36	2.9189725	16.0	0.0	150.0	72463.0	0.02875515873015873	6.33084	1.454202	10.415851	-0.34933195	1.8467246	0.60619885	11.644211	-0.21065766	-1.0172526e-08	-0.007209596	0.0	-0.002969375	4.8869624	-0.99164104	1.7681166	-0.23314655	0.88399154	0.0	0.0036933979	0.017753996	0.0023999994	0.004229367	-0.0011723994	0.0025645525	0.45610517	0.88399154	1.0	0.0	0.0	1.3924931	0.009683828	2520000	14430.462464571
84	7.268947	3.9652777	18.089096	-3.6539612	2.645	2.901547	18.0	0.0	150.0	72992.0	0.028624313725490198	6.344439	1.44525	10.715205	-0.70628303	1.7424935	0.5175791	9.249851	-1.3653145	2.2379558e-08	-0.004635612	-5.086263e-10	-0.004536046	4.1170664	-1.027621	1.7823516	-0.22544622	1.1379374	0.0	0.0032318342	0.01321363	0.0042999997	0.0035799048	-0.0009738304	0.0027245786	0.49455371	1.1379374	1.0	0.0	0.0	1.3768697	0.009248141	2550000	14593.340141534805
85	8.485924	4.7894216	21.211227	-1.4229199	2.785	3.5803318	28.0	0.0	150.0	73549.0	0.02850736434108527	6.070916	1.4026473	10.595457	-0.33377498	1.7360901	0.6415173	12.434134	-0.52542603	-8.138021e-09	-0.0037974222	-5.086263e-09	-0.0054840697	4.683925	-1.0940797	3.0589037	-0.4282713	0.9600196	0.0	0.0021935457	0.012075231	0.005233334	0.0025356275	-0.0010873019	0.0034559728	0.42621192	0.9600196	1.0	0.0	0.0	1.3564851	0.008700786	2580000	14759.743113994598
86	7.608592	4.5969567	20.438944	-3.5283077	2.44	3.0043964	16.0	0.0	150.0	74037.0	0.028366666666666665	6.294536	1.3828951	10.739805	0.5280749	1.8278121	0.7478327	16.057966	-0.7342356	7.629395e-09	-0.0050746	0.0	-0.002460669	4.5938334	-0.99149585	1.947419	-0.3019805	0.8966253	0.0	0.0026716471	0.01573345	0.0029333336	0.002849855	-0.00059949624	0.0020167225	0.41207623	0.8966253	1.0	0.0	1.0	1.334836	0.006770526	2610000	14921.504549980164
87	8.443211	4.415313	19.720516	-1.5207433	2.46	2.8050668	14.0	0.0	150.0	74529.0	0.028230681818181818	6.3814907	1.4716182	11.040017	-0.6013869	1.7530833	0.602403	11.509909	-0.45301118	5.086263e-09	-0.0054901144	-4.577637e-09	-0.0024047785	4.4816213	-1.0723333	1.6297529	-0.22630882	0.81914127	0.0	0.0040320265	0.016679836	0.003066667	0.004265081	-0.0008124861	0.0028325254	0.491661	0.81914127	1.0	0.0	1.0	1.3135238	0.006452172	2640000	15083.02318763733
88	8.5049715	4.58366	19.051912	-0.6326155	2.27	2.7215986	14.0	0.0	150.0	74983.0	0.028083520599250938	6.581476	1.4008465	10.512695	-0.65299636	1.6861725	0.5056239	11.458587	-0.22457153	6.1035155e-09	-0.0063323006	0.0	-0.0027074707	5.010368	-1.0749397	1.4858959	-0.20227969	0.8881256	0.0	0.0019341988	0.018068062	0.0017999999	0.0024177465	-0.00090052444	0.0016770718	0.32718605	0.8881256	1.0	0.0	0.0	1.3018808	0.009553031	2670000	15247.958243846893
89	8.561246	4.6470146	18.513203	-2.4494834	2.585	2.8129654	16.0	0.0	150.0	75500.0	0.027962962962962964	6.687518	1.4213854	10.353273	0.09116651	1.5939867	0.52596414	9.517516	-0.877381	-2.0345052e-09	-0.0035842499	1.2397766e-08	-0.0031040856	4.5119076	-0.9046023	1.728963	-0.25325024	1.0695093	0.0	0.002858366	0.014470408	0.0039000004	0.0033893418	-0.0012085245	0.0027506554	0.44444552	1.0695093	1.0	0.0	1.0	1.3272449	0.006371164	2700000	15423.962813615799
90	8.621441	5.0011997	23.855156	-2.7727027	2.565	3.0456154	18.0	0.0	150.0	76013.0	0.027843589743589744	6.762801	1.4430526	10.546917	0.34890413	1.7112575	0.5595289	11.212721	-0.07986833	3.0517577e-09	-0.0065269596	-2.5431315e-09	-0.002911056	4.760814	-1.0147688	1.992745	-0.26867497	0.8010119	0.0	0.0040878034	0.016090622	0.003766667	0.004368047	-0.0010084899	0.0036291652	0.50403255	0.8010119	1.0	0.0	0.0	1.3188233	0.008665691	2730000	15597.241825580597
91	8.411184	4.5950313	24.079775	-2.1969888	2.42	3.1469986	24.0	0.0	150.0	76497.0	0.027716304347826088	6.8381715	1.5045092	11.201938	-0.044210143	1.7053896	0.5319548	10.79142	-2.2431364	2.2379558e-08	-0.0068409503	2.2379558e-08	-0.0017519185	4.9135537	-1.0883594	2.1757286	-0.2736236	0.8558962	0.0	0.0037648492	0.016835734	0.0028000006	0.0040209335	-0.0007965503	0.0024776682	0.47288743	0.8558962	1.0	0.0	0.0	1.2859002	0.00977181	2760000	15765.194627523422
92	9.106618	4.4394116	22.249666	-0.8608353	2.615	2.9269054	16.0	0.0	150.0	77020.0	0.02760573476702509	6.8167005	1.4343365	10.84048	-0.3392398	1.6906058	0.50091696	9.862858	-0.45552582	6.1035155e-09	-0.0036644104	0.0	-0.0033990236	4.4194155	-0.9840634	1.8668406	-0.24048018	1.3592606	0.0	0.0024568862	0.010303618	0.0041	0.0025293333	-0.0003543969	0.0017336365	0.48831224	1.3592606	1.0	0.0	0.0	1.2836308	0.0099336365	2790000	15928.192059755325
93	9.464966	5.280591	23.600082	-1.98557	2.875	2.7476127	10.0	0.0	150.0	77595.0	0.02751595744680851	6.919747	1.4416044	10.952908	-0.19615479	1.8283794	0.6195369	11.101649	-1.1257848	-1.0172526e-09	-0.003251758	-4.83195e-09	-0.006122312	4.9759927	-1.0766573	1.8566977	-0.20792246	1.8991393	0.0	0.0030246314	0.006560924	0.0058333334	0.0033086091	-0.0008479579	0.0025320027	0.6789749	1.8991393	1.0	0.0	0.0	1.2659988	0.009737457	2820000	16095.715019702911
94	9.905683	4.6806293	22.82276	-1.40185	2.96	2.9645236	14.0	0.0	150.0	78187.0	0.0274340350877193	7.16426	1.4946191	11.093121	0.08587219	1.9043849	0.5530619	10.239459	-1.0560057	6.866455e-09	-0.002878083	0.0	-0.0059230053	4.9993567	-1.112365	2.1291482	-0.20424247	2.0915635	0.0	0.0027247933	0.0038207066	0.0064000003	0.0027295428	0.00010965352	0.0025316312	0.8444908	2.0915635	1.0	0.0	0.0	1.2617695	0.009664853	2850000	16261.619877576828
