Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Alpha	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
0	-9.893703	4.727436	-3.062853	-17.07371	5.3	6.8563843	24.0	0.0	400.0	53.0	0.01325	-0.08783884	0.2267378	0.77068573	-1.0141814	-0.32510215	0.07535677	0.31724164	-0.6500071	-9.745359e-09	-0.01459071	-1.9073487e-09	-0.018339781	10.536339	-4.6793404	3.3516417	-1.9199581	0.99999994	0.03189546	1.2009186	0.0	1.837877	0.006061039	4000	33.85336923599243
1	-10.056205	7.8860917	1.4036354	-21.05728	6.0	6.2609906	21.0	0.0	400.0	113.0	0.014125	-1.3692256	1.5352924	1.0252129	-7.5409093	0.4020188	1.1076653	7.3624616	-1.1607294	1.1528498e-09	-0.014896793	-6.9141386e-09	-0.021790104	10.463199	-4.4008327	2.5983467	-1.2655109	1.0318954	0.032482147	1.0990508	0.0	1.8358723	0.0066274605	8000	62.884066343307495
2	-10.262003	5.6948814	-0.2566407	-20.212963	2.9	4.3	12.0	0.0	400.0	142.0	0.011833333333333333	-1.9170141	1.4904084	1.9645364	-7.2501316	0.6770072	1.2325752	11.815183	-2.8536565	1.7880163e-09	-0.020865604	-1.0251999e-08	-0.02984784	5.142173	-0.4284892	1.9798763	-0.61543524	1.0643775	0.028748274	0.9730552	0.0	1.8236854	0.0065449066	12000	92.88107061386108
3	-8.164434	4.5032806	-3.4228928	-18.307735	2.6	4.4766054	14.0	0.0	400.0	168.0	0.0105	-2.1238256	1.3295811	0.5776649	-6.956528	0.51068044	0.6300924	6.4946394	-2.110638	-7.639488e-11	-0.012526101	-1.835823e-08	-0.008423354	6.486084	-1.8428187	1.4149436	-0.2873491	1.0931258	0.025927186	1.6306285	0.0	1.8236796	0.0085960645	16000	123.12530994415283
4	-9.545537	5.620839	0.6677875	-15.538716	2.0	3.3166249	9.0	0.0	400.0	188.0	0.0094	-1.2782463	1.0544188	0.17361946	-6.3402996	0.5367599	0.50127006	4.9801393	-1.9277871	-4.5742032e-10	-0.010527855	-2.3841857e-09	-0.0077569424	5.2086844	-0.7283535	0.5687645	-0.30629116	1.119053	0.022172093	1.7237533	0.0	1.8191694	0.008298044	20000	153.22456240653992
5	-9.575056	3.5245078	-2.5930967	-16.758049	1.0	2.0976176	7.0	0.0	400.0	198.0	0.00825	-1.673245	1.0025128	-0.010600737	-6.798118	0.23232773	0.3807565	3.9722905	-1.5747591	7.1164247e-10	-0.009281042	2.384186e-10	-0.005098847	3.6726835	-0.2998159	0.17791241	-0.12084374	1.1412251	0.01562953	1.9659871	0.0	1.8191532	0.0074754837	24000	183.87309288978577
6	-4.420141	6.045068	5.75363	-13.283151	3.8	4.0447497	11.0	0.0	400.0	236.0	0.00842857142857143	-2.2371073	0.9895498	-0.3515924	-5.8598914	0.23963426	0.5720379	5.250321	-1.27089	1.944686e-08	-0.012137349	1.090765e-08	-0.018120818	5.6949487	-2.1746976	1.1901926	-0.42300165	1.1568546	0.01857841	1.408325	0.0	1.8184061	0.0077193067	28000	213.75348329544067
7	-3.7137241	3.7103045	0.7543004	-12.435155	3.1	4.323193	13.0	0.0	400.0	267.0	0.00834375	-0.98934406	1.0982208	1.8796295	-5.041594	0.2836994	0.521707	5.808304	-1.8250897	-8.2249665e-09	-0.011324817	-5.841255e-09	-0.016155524	2.844572	-1.2079195	1.5764214	-0.35729885	1.175433	0.019494295	1.6396325	0.0	1.8186946	0.009680453	32000	242.68869376182556
8	-4.3190446	3.217067	1.4267832	-10.28631	5.4	7.939773	25.0	0.0	400.0	321.0	0.008916666666666666	-0.84358275	1.1450285	1.037751	-4.2631226	0.5947374	0.78221625	7.771623	-0.8019069	-1.4407106e-08	-0.023204485	-2.1874905e-08	-0.03929744	1.8076144	-0.27692056	8.26951	-3.1248236	1.1949273	0.02374494	0.73833156	0.0	1.8072455	0.006970131	36000	274.1248800754547
9	-3.6910348	2.9565501	1.1314552	-7.6348853	5.2	11.391224	39.0	0.0	400.0	373.0	0.009325	-0.4143304	1.0951428	1.4875162	-4.49732	1.3317819	1.6033329	15.369656	-5.4779277	-4.3059458e-08	-0.034727268	-7.5042244e-08	-0.06279442	2.6605551	-0.615556	14.1846	-9.445868	1.2186723	0.026721835	0.5227042	0.0	1.8061082	0.008048387	40000	304.33557963371277
10	-2.1143255	3.1731482	1.1269232	-10.563567	1.2	2.1817424	7.0	0.0	400.0	385.0	0.00875	-0.79977834	1.207884	1.2115923	-3.825457	0.82501596	2.1018913	24.658426	-13.24368	1.808286e-09	-0.0385805	2.4318695e-08	-0.06815339	2.095747	-0.6790936	4.7399235	-4.380734	1.2453941	0.022197366	0.6564207	0.0	1.8085268	0.0072652623	44000	332.6729395389557
11	-3.8690815	5.2552967	6.257488	-13.4923725	1.2	1.5362291	4.0	0.0	400.0	397.0	0.008270833333333333	-0.20417392	0.9979125	1.3067639	-2.9784656	0.33894077	0.4296497	11.079093	-5.3478622	-2.2716458e-09	-0.010835479	-1.4305115e-09	-0.010027406	3.1949317	-0.23204899	0.4861245	-0.15069768	1.2675915	0.01815021	1.8050848	0.0	1.812087	0.007571668	48000	364.0780863761902
12	-3.4819875	2.7970414	0.08917744	-10.055009	2.1	2.1656406	7.0	0.0	400.0	418.0	0.008038461538461538	-0.5727665	0.9345969	1.2569704	-3.3667285	0.28286916	0.24786821	5.557784	-3.4922695	-5.1446096e-09	-0.00818267	-3.8146974e-09	-0.0067284796	1.4213809	-0.34573412	0.22660315	-0.10267527	1.2857417	0.016703963	1.2226815	0.0	1.8087119	0.0072601517	52000	393.8736011981964
13	-2.7267497	4.0818143	6.1697392	-8.194032	1.6	3.5552776	12.0	0.0	400.0	434.0	0.00775	-0.42855713	0.8288616	1.2003031	-4.0639963	0.1636304	0.25168782	4.775493	-3.2393756	-4.2706017e-10	-0.012040844	7.390976e-09	-0.010516513	2.7269518	-0.49457598	0.56142324	-0.3089341	1.3024457	0.01421535	1.5946782	0.0	1.789376	0.008243119	56000	422.036990404129
14	-1.4851315	1.8655427	1.88872	-3.9710705	2.1	2.0712316	6.0	0.0	400.0	455.0	0.007583333333333333	-0.5687086	1.065779	1.7966979	-4.1421666	0.187874	0.4741797	8.76755	-0.4434437	-1.1697989e-09	-0.010375186	4.768372e-10	-0.008558068	1.413427	-0.6613771	0.5245321	-0.2028028	1.316661	0.013165712	1.7567662	0.0	1.7762091	0.008182555	60000	452.98889899253845
15	-5.1962924	3.9601789	-0.33150858	-13.158856	1.8	2.993326	8.0	0.0	400.0	473.0	0.007390625	-0.044924308	1.0031736	1.7647505	-3.6878073	0.30590674	0.35937518	4.070022	-2.6882143	-3.225776e-10	-0.011825609	-3.8146974e-09	-0.0075517865	2.363829	-1.1883298	0.52398413	-0.388659	1.3298267	0.011499643	1.6047746	0.0	1.7813506	0.008778705	64000	482.7397539615631
16	-1.8046732	3.1633477	3.159444	-8.607659	18.5	21.68986	71.0	0.0	400.0	658.0	0.009676470588235293	-0.8836035	1.1123616	2.5034	-5.500283	0.26029095	0.7715219	8.256542	-3.8263574	-5.7337957e-08	-0.03780216	-8.666515e-08	-0.06379743	1.6370466	-0.7007247	61.56118	-46.887596	1.3413264	0.020970345	0.4856434	0.0	1.8161256	0.008682732	68000	511.57835626602173
17	-1.4604851	2.6732066	1.6121274	-8.785768	1.6	1.9595919	4.0	0.0	400.0	674.0	0.009361111111111112	-0.26579285	0.7996447	1.9080895	-3.0105646	1.791071	3.804187	24.862597	-10.370749	3.2568725e-08	-0.033172492	6.198883e-08	-0.061454903	1.3988827	-0.37194455	16.739697	-13.327029	1.3622967	0.018760681	0.5203959	0.0	1.8156123	0.006797774	72000	542.8561935424805
