Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	Alpha	BacktrackIters	Entropy	KL	TotalEnvInteracts	Time
35	-0.21293178	1.9908938	3.2364008	-3.3810115	4.1	5.337602	15.0	0.0	400.0	3027.0	0.021020833333333332	0.2529593	0.6329396	2.7640913	-1.5443039	0.43304905	0.6848391	12.041918	-1.4555522	2.7057924e-08	-0.021224285	1.6212464e-08	-0.036270604	1.090237	-0.92079425	6.823253	-1.7789998	1.6599747	0.013476849	0.82854825	0.0	1.8521006	0.009190827	144000	1066.4301617145538
36	0.86820954	4.0574217	9.3235235	-5.279975	4.4	8.416651	28.0	0.0	400.0	3071.0	0.02075	0.04626877	0.7991832	2.906525	-2.2361307	1.11975	0.8970145	7.2511487	-1.6858156	1.7767592e-08	-0.016098605	2.5749207e-08	-0.020875541	1.3056829	-1.0845835	6.3029094	-4.5467844	1.6734515	0.0132369995	1.16152	0.0	1.8497694	0.00796039	148000	1095.0210304260254
37	-0.23779063	2.1133301	3.7358212	-3.0656724	1.5	2.5787594	8.0	0.0	400.0	3086.0	0.020302631578947367	0.48142484	1.1581117	4.8646193	-2.0480855	1.3618232	1.830271	13.670877	-3.6157517	2.1541805e-08	-0.021493074	3.671646e-08	-0.032080125	1.8774529	-1.6985961	5.1118336	-4.604829	1.6866885	0.01188755	0.94126153	0.0	1.8615932	0.008541129	152000	1125.955894947052
38	-0.06606112	3.0136566	6.902419	-3.1491988	0.0	0.0	0.0	0.0	400.0	3086.0	0.019782051282051284	-0.13071658	0.67837226	1.909792	-2.2085047	0.2680822	0.3355915	1.857031	-10.460417	9.120156e-10	-0.01016022	-3.8146974e-09	-0.008288857	1.161013	-0.93438566	0.15596686	-0.1392943	1.6985761	0.010040283	0.96265495	0.0	1.877258	0.0073170606	156000	1156.5935363769531
39	1.5125749	3.080988	7.481768	-2.9199784	3.0	6.7675695	22.0	0.0	400.0	3116.0	0.019475	-0.10609361	0.6504473	2.6694388	-2.2546337	0.08098361	0.21435152	6.564574	-3.1567583	5.686544e-09	-0.014622759	-5.9604643e-10	-0.022683602	1.7065914	-1.439091	6.004796	-2.029887	1.7086164	0.009563565	1.149056	0.0	1.8655909	0.008773658	160000	1185.0416815280914
40	1.1153349	2.6610308	5.245391	-3.422736	3.1	6.024118	17.0	0.0	400.0	3147.0	0.019189024390243902	0.33230805	0.9117562	3.1766877	-2.5354862	0.5518987	0.6052178	4.0720253	-1.4663407	6.068105e-09	-0.021023037	1.5497207e-08	-0.0275808	1.1290605	-0.99997365	2.8819451	-1.5097036	1.71818	0.009173036	0.91586	0.0	1.8476579	0.009039701	164000	1216.1321594715118
41	-0.0051912786	2.553927	4.156213	-3.576653	1.7	2.9	9.0	0.0	400.0	3164.0	0.018833333333333334	0.50807655	0.82081056	3.402519	-2.1152177	0.23148596	0.47472358	9.864827	-1.4165497	-1.477555e-08	-0.016022176	2.384186e-10	-0.015620248	1.1462485	-0.95403445	0.3161156	-0.11930601	1.727353	0.008236885	1.3099049	0.0	1.8530371	0.009499516	168000	1245.980456352234
42	-0.40009278	2.7127361	4.111247	-3.8606377	0.4	0.8	2.0	0.0	400.0	3168.0	0.018418604651162792	0.31636807	0.86081797	3.4904613	-1.9708489	0.16808236	0.4723011	3.6796117	-2.0734315	3.1148117e-09	-0.010428471	-2.9206275e-09	-0.0070988676	1.1098003	-0.91638565	0.26198313	-0.20857248	1.7355899	0.006828189	1.7821469	0.0	1.8445148	0.008490737	172000	1273.82257771492
43	-0.46024805	2.698382	3.0984132	-3.6331325	0.0	0.0	0.0	0.0	400.0	3168.0	0.018	0.17470078	0.66628647	2.4016018	-3.0307086	0.03722197	0.20373721	3.8195221	-5.035869	-6.4620242e-09	-0.005939479	4.4703485e-09	-0.0023429752	0.7802485	-0.66820514	0.041031774	-0.033214398	1.742418	0.0053619146	2.1085567	1.0	1.8312736	0.0062971963	176000	1303.8317704200745
44	-0.7728914	3.1760325	8.182292	-3.407864	0.3	0.64031243	2.0	0.0	400.0	3171.0	0.017616666666666666	-0.23196052	0.69962794	2.9389021	-2.972224	-0.02169013	0.21049859	5.570565	-5.2195373	3.2956322e-09	-0.010053527	1.9073487e-09	-0.0049673053	1.0048692	-0.86901957	0.06762202	-0.039577685	1.74778	0.0041456223	1.8105838	0.0	1.8283329	0.007990174	180000	1333.9616487026215
