CostLimit	Epoch	TotalEnvInteracts	worker/EpRet	worker/EpCost	worker/EpLen	learner/LossQ	learner/QVals0	learner/LossQC	learner/QCVals0	learner/QcThres	learner/LossPi	learner/Lagrangian	learner/LossActor	learner/QcPenalty	eval/TestEpRet	eval/TestEpLen	eval/TestEpCost	Time
1	0	1500	0.87231314	11.6	300.0	0.031521026	0.10021231	0.031225238	0.15989761	0.31698635	-0.18208261	0.00036670233	-0.1821771	9.447049e-05	-0.11954285	300.0	0.0	53.701924085617065
1	1	3000	0.1329017	6.6	300.0	0.0037612782	0.14736462	0.010196161	0.18125133	0.31698635	-0.1862355	1.35980345e-05	-0.18623395	-1.5728423e-06	-15.343843	300.0	12.0	105.23028659820557
1	2	4500	-13.483009	10.2	300.0	0.0022221082	0.15569532	0.010123658	0.17884484	0.31698635	-0.1806026	2.0431631e-05	-0.18060015	-2.4342964e-06	-3.4417293	300.0	0.0	155.83842539787292
1	3	6000	-8.496676	0.0	300.0	0.001616203	0.15932244	0.008999682	0.22055018	0.31698635	-0.18581177	2.8077018e-05	-0.18581013	-1.6483657e-06	-0.91555995	300.0	6.0	205.37368845939636
1	4	7500	4.416367	10.6	300.0	0.001961908	0.19550608	0.01104713	0.24841177	0.31698635	-0.2219743	0.00010342914	-0.2219772	2.8789802e-06	6.3929925	300.0	0.0	256.68313217163086
1	5	9000	7.6932173	11.0	300.0	0.0022106008	0.24108101	0.015723709	0.2781157	0.31698635	-0.2645412	0.00071260385	-0.26457107	2.9892988e-05	8.8683	300.0	16.0	308.4103310108185
1	6	10500	7.938173	11.0	300.0	0.0022126208	0.28635162	0.02046043	0.3225398	0.31698635	-0.30977708	0.0055483663	-0.31005293	0.00027584142	5.1944265	300.0	6.0	360.3527412414551
1	7	12000	9.75309	7.4	300.0	0.0021403572	0.33251652	0.02136753	0.36619094	0.31698635	-0.3534946	0.02910549	-0.35497716	0.0014825873	3.1527362	300.0	14.0	410.51342940330505
1	8	13500	12.351168	2.2	300.0	0.0019616424	0.38303664	0.021055492	0.37942225	0.31698635	-0.40180933	0.06484532	-0.40507248	0.0032630975	12.7141695	300.0	0.0	461.8335943222046
1	9	15000	12.891551	4.0	300.0	0.0019504862	0.43344697	0.016864875	0.36777854	0.31698635	-0.4533229	0.094495624	-0.4570055	0.0036826176	15.36582	300.0	0.0	513.2419664859772
