CostLimit	Epoch	TotalEnvInteracts	worker/EpRet	worker/EpCost	worker/EpLen	learner/LossQ	learner/QVals0	learner/LossQC	learner/QCVals0	learner/QcThres	learner/LossPi	learner/Lagrangian	learner/LossActor	learner/QcPenalty	eval/TestEpRet	eval/TestEpLen	eval/TestEpCost	Time
1	0	1500	-14.054947	4.4	300.0	0.05444347	1.1230687	0.075097375	-0.46517062	0.31698635	-1.1416838	0.00040316788	-1.1419985	0.00031477746	-0.46672717	300.0	0.0	84.76709270477295
1	1	3000	0.06756313	1.4	300.0	0.0064032874	1.0375154	0.013923917	-0.052079767	0.31698635	-1.133801	2.4457402e-05	-1.1337907	-1.0221095e-05	-0.46672717	300.0	0.0	205.748441696167
1	2	4500	0.08785957	2.8	300.0	0.0011585786	1.0384865	0.011351414	0.037437215	0.31698635	-1.0863807	2.8495202e-05	-1.0863718	-8.793032e-06	-0.46672717	300.0	0.0	327.5214195251465
1	3	6000	0.03429296	8.4	300.0	0.00050144136	1.0049165	0.014798941	0.097287305	0.31698635	-1.0194769	2.6744232e-05	-1.0194707	-6.1370242e-06	-0.46672717	300.0	0.0	449.96581196784973
1	4	7500	-0.08876906	6.6	300.0	0.00040346503	0.9602304	0.01496644	0.14512669	0.31698635	-0.95773005	3.085272e-05	-0.9577251	-4.93516e-06	-0.46672717	300.0	0.0	581.3724911212921
1	5	9000	-0.022076676	4.2	300.0	0.00048415936	0.9151494	0.0148546975	0.19556165	0.31698635	-0.90566814	3.980517e-05	-0.90566504	-3.1618647e-06	-0.46672717	300.0	0.0	701.3998739719391
1	6	10500	0.031281956	4.6	300.0	0.00061231793	0.8754594	0.01293883	0.23255005	0.31698635	-0.8631594	0.00021915496	-0.863167	7.640571e-06	-0.46672717	300.0	0.0	820.4186673164368
1	7	12000	0.06315596	3.0	300.0	0.0008130162	0.8368456	0.011455057	0.2740746	0.31698635	-0.82205254	0.0006145387	-0.82208204	2.947276e-05	-0.46672717	300.0	0.0	908.4798049926758
1	8	13500	-0.035790432	3.8	300.0	0.0012190378	0.80034804	0.011599684	0.31922543	0.31698635	-0.7828569	0.0029371271	-0.78301316	0.00015630286	-0.46672717	300.0	0.0	970.905734539032
1	9	15000	-0.058454294	0.0	300.0	0.0016267804	0.7633385	0.01077904	0.3443061	0.31698635	-0.74341613	0.013035534	-0.7439735	0.0005573372	-0.46672717	300.0	0.0	1034.4592514038086
